Under 5 years,5 to 14 years,65 years and over,"No certificate, diploma or degree","Postsecondary certificate, diploma or degree",No high school diploma or equivalency certificate,Renter,One-maintainer household,Between 7 a.m. and 7:59 a.m.,African American,"South Asian, n.o.s.","Black, n.o.s.",Chinese,Filipino,Total visible minority population,First Nations (North American Indian),Average total income of household in 2020 ($),Spending 30% or more of income on shelter costs only,Median value of dwellings ($),Unemployed,Female employed,Male not in the labour force,All industries,2000 or before,Public transit,Movers,Average number of rooms per dwelling,Major repairs needed,Fountains
3.6,11.9,11.6,2,14.5,3.2,65.2,59.8,20.8,0,0,0,9.4,3.1,48.4,1.6,91.7,31.9,95.6,10.2,50.8,15.3,100,36.6,22.2,40.7,3.1,3.6,0.0
8.5,22,24,0,29.7,9.3,26,38,15.9,0,0,0,35.3,0,61.6,0,87.3,28,72.1,4.2,32.2,13.6,97.6,56,11.4,6.6,6.4,4,12.5
0,20.8,19,0,26.7,12.6,40.5,45.2,17.4,0,0,0,53.3,6.7,69.5,0,87.8,31,65.3,4.2,19.5,14.4,100,35.7,8.7,27.6,6.2,0,16.7
13.9,12.5,29.1,2.1,30.2,8.1,44.4,51.4,30.6,0,0,0,41,2.2,66.9,0,85.6,28.8,74.7,6.8,33.9,14.4,99,26.5,24.5,30.5,5.1,2.8,0.0
8.9,24.4,21.2,2.4,28.8,11.2,32.7,25,18.2,0,0,0,17,2.8,42.6,0,86.3,19.6,68.1,3.4,32.2,13.6,98.8,73.2,6.8,10.8,6.7,5.8,0.0
14.7,17.6,41.6,0,28.9,10.7,25,66.7,25,0,0,0,36.5,0,47.1,0,68.6,30.6,6.6,2.5,13.6,10.2,100,91.7,15,7.1,8.8,0,0.0
0,26.7,28.6,0,33.9,10,32.1,64.3,15,0,0,0,37.9,0,48.5,0,68.6,46.4,13.1,1.7,14.4,5.1,97.2,89.2,10,10.6,8.5,7.1,0.0
8.3,21.7,28,0,32.5,7.7,30,48,20.5,0,0,0,42.3,2.2,54,0,80.5,28,68.7,2.5,30.5,13.6,97.4,80,9.1,19.9,6.3,6,0.0
12.5,8.3,36.5,0,14.1,4.3,44.2,57.7,26.5,0,0,0,7.9,0,24.8,0,89.3,21.2,83.9,3.4,24.6,9.3,100,82.7,20.6,23.8,5.3,7.7,4.2
15.8,10.5,19.4,0,15.2,1.8,43.5,53.2,27.7,0,0,0,6.4,0,20.6,0,88.5,30.6,85.2,5.9,33.9,7.6,100,83.9,19.1,24.8,4.5,16.1,0.0
10.3,30.8,19.3,2.9,28.4,7.4,56.1,61.4,17.9,0,0,0,19.6,1.9,38,1.9,92.4,26.8,89.1,5.9,28.8,12.7,100,70.3,14.3,17.9,4,12.3,0.0
0,14.3,12.5,4.9,25.5,7.8,67.2,62.5,21.4,0,0,0,10.7,0,23.9,0,94.1,29.7,95.6,4.2,34.7,8.5,98.8,98.4,21.4,18.8,3.4,12.5,0.0
0,9.6,55,4.5,40.3,13.4,33.8,57.7,13.5,0,0,0,41.7,4.2,67.4,0,91.3,19.7,81.2,2.5,29.7,19.5,100,88.7,30.8,7.6,4.9,7,20.8
6.7,6.7,48.3,2.7,36.2,8.7,98.8,63.5,17.9,0,0,0,22.4,2,44.4,0,94.9,48.2,84.2,5.1,23.7,22.9,100,97.6,28.2,19.2,3.6,3.5,0.0
10,16.7,12.5,12.5,39.3,16.7,65.6,65.6,31.6,0,0,0,37.9,9.1,74.2,4.5,95.6,31.3,78.6,3.4,11.9,8.5,91.4,40.7,15.8,32.3,4.3,0,0.0
5.8,19.2,28.6,8.1,44.1,5.8,25,46.4,12,0,0,0,66.2,0,100,0,92.4,32.1,69.4,4.2,12.7,15.3,94.3,71.4,8,6.8,6.6,0,0.0
2.6,23.4,32.5,8.2,43,16.5,23.3,46.5,15.8,0,0,0,55.9,0,87.6,0,89.2,39.5,72.1,4.2,17.8,20.3,98.2,67.5,15.8,10.4,6.8,4.7,0.0
6.3,18.9,25.4,5.1,42.2,10.1,16.9,52.5,17.9,0,0,0,70.8,4.5,92.2,0,90.0,39,78.6,4.2,26.3,28.0,96.7,50.9,0,6.6,5.7,0,12.5
5,17.5,15.7,2.3,26.1,10.8,66.7,47.1,18.2,0,0,0,25.2,3.5,74.8,0,92.3,26.9,93.9,5.1,32.2,16.9,100,96.1,25.5,14.9,4.3,5.9,0.0
6.9,13.9,38.5,3.1,28.9,13.5,17.9,51.3,18.5,0,0,0,58.1,0,80.3,0,89.7,30.8,78.6,6.8,11.9,9.3,89.1,66.6,7.4,13,6.7,5.1,0.0
11.1,17.8,36,5.3,37.5,10.9,20,52,0,0,0,0,58,2.9,79.7,0,90.0,24,65.5,1.7,11.9,10.2,100,84,20,10.3,7.7,0,0.0
0,20,31.4,0,24,6.7,25,40.6,25,0,0,0,71.4,0,86.8,0,91.1,34.4,75.7,3.4,13.6,11.0,97.6,71.9,12.5,15.4,7,9.4,0.0
6.8,20.3,24.4,0,25.5,4.3,41.5,53.7,33.3,0,0,0,44,2.6,64.1,0,89.2,39,76.0,3.4,17.8,16.1,98.1,60.9,12.5,11.2,6.7,0,4.2
7.4,11.1,34.2,6.1,32.4,11.4,39,46.3,18.4,0,0,0,48.8,4.9,77,0,89.9,23.8,78.6,0.0,27.1,19.5,98.3,58.6,23.7,14,5.5,9.8,0.0
8.2,22.4,23.4,4.1,33.6,14,27.7,42.6,16.2,0,0,0,40,0,82.1,0,90.8,21.7,76.0,9.3,23.7,16.9,97.1,83.1,32.4,17.4,6.7,4.3,0.0
7.8,14.3,18.2,4.7,31.1,10.7,47.3,56.4,22.6,0,0,0,37.8,8.8,72.3,0,92.8,18.2,88.4,4.2,29.7,15.3,98.8,87.3,35.8,11.6,4.5,5.5,4.2
0,11.7,14.1,2,25.2,6.7,100,64.1,24.6,0,0,0,10,15.4,52.7,3.1,96.8,37.2,84.2,6.8,29.7,12.7,100,97.3,41,19.2,3,11.5,0.0
10.9,4.7,32.6,4.4,28.3,8.6,34.9,41.9,21.4,0,0,0,47.4,5.3,73,3.5,92.5,20.9,81.2,5.1,20.3,21.2,98.2,83.7,17.9,14.9,5.6,9.3,0.0
13.6,9.1,25.7,4.3,29.2,9.7,46.2,56.4,23.1,0,0,0,49.4,4.9,72.5,0,95.0,38.5,87.3,4.2,16.1,9.3,95.3,71.8,15.4,17.3,4.5,0,0.0
0,28.2,27.8,0,30.4,5.7,55.6,52.8,15.4,0,0,0,29.5,0,68.8,0,94.9,30.6,85.2,1.7,18.6,9.3,100,75,30.8,20.8,4,5.6,0.0
3.6,18.2,28.1,0,29.1,6.3,18.8,46.9,15,0,0,0,71.7,8.7,87,0,85.9,34.4,74.7,5.9,12.7,12.7,93,68.7,0,12.1,6.7,0,0.0
13,17.4,28.2,3.3,46.2,17.1,48.7,51.3,18.2,0,0,0,42.5,3.3,76.9,0,90.6,25.6,81.2,5.9,22.9,17.8,95.1,66.7,24.2,16.8,5.8,0,0.0
10,11.1,22.1,5.2,45.9,15.6,46.7,42.2,10.9,0,0,0,26.6,6.3,89.4,0,90.8,22.2,81.2,5.9,33.1,16.1,97.5,68.9,34.4,19.1,5.6,4.4,0.0
5.4,8.1,37.8,18,54.7,31.6,35.6,42.2,18.6,0,0,0,37.5,14.3,89.3,0,94.4,31.1,95.6,3.4,16.1,13.6,100,62.1,37.2,12.7,4.6,0,0.0
7.1,9.4,26.9,14.9,51,24.3,43.9,41.5,19.6,0,0,0,50.4,12.4,94.3,0,93.3,24.4,89.1,6.8,26.3,20.3,98.4,78,25.5,11.6,4.8,4.9,0.0
5.9,8.8,27,16.4,50,25.3,54.1,48.6,25.6,0,0,0,55.6,10.2,93.5,0,93.5,27,83.9,7.6,22.0,10.2,96.7,78.3,35.9,20.8,5,8.1,0.0
4.5,12.1,28.6,6.8,58.2,16.3,37.1,40,22.5,0,0,0,49.5,13.1,94.9,0,92.2,17.1,83.3,5.1,18.6,11.0,96.4,54.3,30,10.2,6.4,0,0.0
10.7,12.5,14.3,10.9,62.2,19.5,39.3,50,30,0,0,0,50,3.2,92.5,0,91.2,17.2,81.2,7.6,18.6,12.7,98.2,64.3,30,7.4,6,7.1,0.0
4.7,14.2,40.8,15.9,59.1,25,30.6,59.2,10.4,0,0,0,59.6,4.1,91,0,93.2,26,81.2,9.3,22.9,22.9,94.4,65.4,25,10.4,5.9,0,0.0
4.4,18.7,28,21.8,58.3,32.8,28.1,38.6,17,0,0,0,52.9,10.8,87.3,1.9,94.1,26.3,89.1,11.0,19.5,27.1,97.1,75.4,10.6,9.7,5.4,5.3,0.0
7.3,9.8,41,11.3,64,24.1,23.1,48.7,15.4,0,0,0,56.7,3.3,92.4,0,92.5,15,82.5,8.5,16.9,16.1,96.5,74.4,28.2,8.3,6.3,5.1,0.0
3.4,13.5,36.1,10.8,58.3,20,31.9,59.6,28.9,0,0,0,68.9,10.6,94.7,0,91.5,21.3,83.9,9.3,15.3,15.3,95.6,72.2,35.6,11.5,5.7,10.6,0.0
3.1,9.4,27.3,20,51.3,25.9,43.2,45.5,16.7,0,0,0,54.4,10.4,84.8,7.3,93.7,20,83.9,5.9,28.0,13.6,94.2,75,33.3,12.8,5.4,0,0.0
9.8,11,28.6,15.3,60.3,27,69.6,64.3,23.8,0,0,0,35.7,10.7,82.3,0,95.5,19.6,85.0,7.6,22.0,16.9,95.3,82.2,45.2,7.9,4.3,7.1,0.0
3.6,12.7,24.3,11.5,48.3,21.3,48.6,43.2,25,0,7.1,0,34.7,8.2,76.5,0,92.0,29.7,78.6,5.9,19.5,8.5,95.2,64.8,22.2,10.4,5.5,0,4.2
8.8,14,35,9.8,45.8,19,50,55,14.7,0,0,0,35.4,9.4,81.1,0,92.8,22.5,82.5,5.1,16.1,11.9,95.9,77.5,11.8,16.8,5.1,5,4.2
2.7,16.2,24,15.6,64.8,29.8,60,52,21.1,0,0,0,56.5,9.4,81,0,93.9,26,82.5,7.6,32.2,13.6,100,52,31.6,21.2,5.1,4,0.0
7.1,11.1,25.3,16.8,54.3,23.4,49.4,49.4,13.9,0,0,0,44.3,7.1,82.2,2.8,93.6,20.3,86.5,13.6,40.7,23.7,99.1,64.5,25.3,2.8,4.9,7.6,0.0
0,7,28.6,11.4,57.7,20.7,38.1,42.9,20.4,0,0,0,42.6,10.7,77,0,92.6,14.3,85.2,5.1,25.4,11.9,97.2,73.7,37,8.1,5.5,9.5,0.0
4.5,19.4,33.4,6.7,47.9,20.6,38.9,44.4,10.8,0,0,0,39.6,23.6,85,0,91.1,33.3,83.9,5.9,20.3,15.3,100,77.8,35.1,7.5,6.1,0,0.0
6.1,20.4,13.4,20,56.3,23.9,46.7,63.3,30.8,0,0,0,43.8,0,85.2,0,94.6,30,81.2,5.1,13.6,11.9,95.3,76.7,30.8,5,5.3,0,0.0
6.4,4.3,27.3,19.6,58,27.5,45.5,45.5,19,0,0,0,56.7,6.7,81.9,0,92.2,21.2,79.1,3.4,21.2,11.0,98.1,72.7,11.9,5.8,6.4,0,0.0
6.8,18.6,35.5,11.4,57.5,27.4,29,45.2,24.2,0,0,0,53.5,8.1,87.1,0,93.2,22.6,85.0,1.7,11.9,10.2,94.9,80.7,21.2,9.4,5.6,0,0.0
5.8,11.5,38.5,19,60.7,35.7,56.4,43.6,16.7,0,0,0,32.7,10.6,63.5,0,93.8,12.8,85.2,3.4,19.5,14.4,100,74.5,25,11.8,5,5.1,0.0
10.5,14.5,16.4,6.6,41.1,14.6,32,54.9,22.4,0,0,0,34.2,10.2,73.5,0.7,92.5,30.3,95.6,13.6,61.0,21.2,98.3,37,26.7,20,3.9,11.5,0.0
8.1,14,18.7,16.7,55.1,22.4,49.2,50.8,19.2,0,0,0,47,8.5,82.4,0,92.0,18.6,85.7,7.6,28.8,15.3,99,74.6,32.9,9.1,5.3,13.6,4.2
3.3,11,17.9,14.8,53.6,19.1,43.3,40.3,18.8,0,0,0,38.7,16.8,76.3,2.3,93.8,41.8,87.8,11.9,29.7,22.9,98,43.2,34.4,13.5,5,3,0.0
6.5,10.9,23.1,14.9,42,23.5,50,34.6,17.9,0,0,0,60.5,12.3,79,0,93.0,18.5,84.8,1.7,14.4,8.5,94.3,50,35.7,20,5.7,11.5,0.0
5.6,19.7,25,12.5,50.4,22.4,53.8,53.8,20,0,0,0,32.9,0,76.9,0,92.9,26.9,85.0,5.1,22.9,27.1,100,77,37.8,15.1,5.9,9.6,0.0
6.8,9.1,11.5,1.4,21.8,4.6,95.9,65.3,16.9,0,0,0,3.9,0,24.6,2.2,95.1,36.4,84.2,16.1,47.5,11.9,96.5,99.9,18.2,23.9,2.8,5,0.0
10.4,6,18,7.6,32.9,10,80.2,67.6,20.5,0,0,0,4,2.3,33.1,5.6,96.3,36,97.7,11.0,40.7,17.8,99.2,99.1,23.1,29.2,2.9,8.1,0.0
9,14.9,21.9,3.3,26.3,3.5,87.6,65,25,0,0,0,1,3.4,22,1,94.7,37.2,96.0,13.6,53.4,17.8,98,100,18.4,23.9,3,4.4,0.0
9.2,9.2,14.4,2.2,27.5,5.2,87.3,75.3,29.9,0,1.6,0,3.7,3.3,36.3,0.8,95.8,43.1,94.7,12.7,60.2,17.8,98.9,84.3,27.1,28.3,2.8,5.4,4.2
6.3,17.5,34.3,3,25.7,6.2,85.8,71.6,16.1,0,0,0,5.7,3.8,19,1.5,91.8,34.7,92.4,11.0,50.8,33.9,97.6,99.4,19.5,15.6,3.3,6.5,4.2
6.4,7.7,18.8,6.7,30.6,9.8,89.7,60.7,23.8,0,1.1,1.1,7.5,2.7,34.8,2.1,95.1,37.6,95.4,9.3,45.8,15.3,100,97.5,16.7,14.7,2.9,7.7,0.0
5.6,17.6,5.1,1.5,15.6,2.9,75.6,70.5,16.4,0,1.3,0,15.1,3.1,49.2,0,92.8,37.8,96.2,21.2,91.5,8.5,98.6,26.7,18,32.4,2.9,3.2,4.2
3.8,17,5.3,2.9,27.3,2.3,61.3,62.7,11.3,0,0,0,11.5,1.5,70.8,0,94.0,38.7,92.4,5.1,35.6,13.6,97.9,54.7,20.8,40.3,3.2,6.7,0.0
10.5,19.7,14.9,1.3,17.9,5.5,59.1,66.1,25.9,0,0,0,10.3,3.3,48.8,1.4,93.0,35.2,93.7,11.0,65.3,21.2,100,78,12.3,30.5,3.4,4.7,0.0
3.1,10.2,37.7,2.7,28.2,6.1,60.2,59.2,19.6,0,0,0,22.2,0,39.9,0,91.0,31.6,88.4,9.3,43.2,26.3,98.1,93.9,21.4,12.4,4.2,10.2,0.0
8.5,4.2,23.8,0,25.9,9.5,36.5,61.9,23.4,0,0,0,11.2,2.8,27.3,0,85.1,19,89.1,4.2,28.0,13.6,98.7,85.7,14.9,12.1,4.1,6.3,0.0
8,13.6,27.8,1.2,21.8,6.3,39.2,58.8,16.9,0,0,0,24.5,1.5,53,0,90.6,35.1,87.9,8.5,58.5,28.8,98.1,77.7,15.6,21.3,4.2,1.4,0.0
11.1,18.5,9.3,0,18.1,2.4,63,59.3,27,0,0,0,14.3,4.4,38,0,92.4,44.4,93.7,2.5,24.6,5.1,98.6,88.9,21.6,25,3.3,0,0.0
0,14.7,7.7,0,23.2,4.2,32.7,53.8,8.8,0,0,0,17.8,0,34.6,3.7,89.8,43.4,89.1,6.8,30.5,7.6,97.3,92.3,26.5,26.4,4.1,0,0.0
0,20.7,22.5,0,24.7,1.9,56.2,60.7,32,0,0,0,14.4,1.1,36.8,0,88.4,29.2,87.8,7.6,40.7,18.6,98.1,39.3,10,22.7,3.9,4.5,0.0
6.8,12.3,3.7,4.1,18.9,3.5,75.3,48.1,18.3,0,1.4,0,9.5,2,63.5,0,92.2,38.3,89.1,9.3,41.5,11.9,97.3,53.1,21.7,34.9,3.6,6.2,0.0
6.8,11.4,3.2,0,13.3,0,87.1,72.6,12.1,0,0,0,17.2,0,50,0,94.0,50,65.5,5.1,27.1,4.2,95.9,19.3,6.1,53.1,3.3,0,0.0
2.8,12,18.9,1.2,16.1,3.1,66.1,60.6,22.5,0,0,0,11,2.1,60.3,1.7,93.2,40.9,90.3,5.1,55.1,25.4,99.4,91.3,19.7,30.5,3.6,1.6,0.0
7.6,16.7,12.2,0,24.4,3.4,63.4,72,20,0,0,0,22.8,5.7,69.4,2.4,94.7,45.1,96.3,9.3,28.0,7.6,90.2,80.5,22.2,35,3,0,0.0
7.6,10.9,14.4,2.7,16.4,4.8,58.5,61,19.4,0,0,0,14.8,0,68.1,0,92.5,38.1,92.4,7.6,45.8,18.6,98.5,55.9,10.4,33,3.2,5.1,0.0
7.8,10.9,14.1,0,12,3.7,65.6,53.1,13.3,0,0,0,9.4,0,56.8,0,92.5,42.2,94.9,5.1,34.7,11.9,97.4,85.9,8.9,19.7,3.8,0,0.0
12.5,12.5,20,2.2,18.8,2.6,53.3,61.3,23.5,0,0,0,16.9,4,51.2,0,82.4,32,87.8,6.8,32.2,14.4,97.6,64,8.8,26,3.5,22.7,0.0
5.8,13.8,13.5,7.8,34.3,12.9,39.9,58.1,27.3,0,2,0,26.1,9.7,59,1.7,92.9,18.2,97.0,13.6,79.7,18.6,97.9,62.9,18.8,29.4,4.1,9.5,0.0
9.5,16.7,19.1,1.3,27.2,4.6,59.5,58.7,27.6,0,0,0,12.6,5.1,45.1,0,94.1,27.8,98.0,10.2,61.9,13.6,99.4,93.7,19,10.3,3.6,4,0.0
24.1,13.8,21.7,3.1,20,9.5,47.8,34.8,36.6,0,0,0,13.9,7.4,27.3,8.3,89.8,15.2,93.7,2.5,25.4,3.4,100,52.1,4.9,12.6,4.8,0,12.5
4.1,7.1,37.9,10,48.1,18.9,47,59.1,16.1,0,0,0,33.3,30.6,84,4.9,95.0,27.3,93.0,4.2,28.0,19.5,98.6,87.9,42.9,6.3,3.9,12.1,0.0
5,10.7,13.6,7.6,29.4,10.8,42.7,53.6,22.3,0,0,0,31.8,23.3,86.6,0,94.6,23.6,98.3,8.5,59.3,17.8,99.3,89,41.7,8.9,3.3,10.9,0.0
0,12.2,4.4,0,18.9,2.7,95.6,73.3,23.7,0,0,0,22.8,6.3,70.9,0,94.8,26.1,84.2,4.2,25.4,4.2,98.4,95.6,55.3,14.1,3.1,4.4,4.2
6.9,13.9,49.4,3.4,42.6,11.2,34.8,60.7,29.9,0,0,0,14.5,6.7,35.2,0,94.1,22.5,96.3,1.7,40.7,22.9,100,100,11.9,10.1,5,6.7,0.0
11.6,14,27.3,0,40.4,7.1,79.5,45.5,39.1,0,0,0,5.7,12.2,35.8,2.4,92.7,15.9,93.0,5.1,29.7,12.7,95.3,97.6,26.1,0,5.5,15.9,0.0
7.4,16.2,28.3,6,33.3,7.9,72.6,72.6,23,0,0,0,12.8,7.8,47.2,2.2,95.9,27.4,98.3,13.6,44.9,15.3,93.4,96.4,27.6,11.7,3.2,8,4.2
10,14,13.6,10.4,42.7,11.6,90.9,68.2,30,0,0,0,21.8,10,61.5,0,95.2,27.3,84.2,5.1,27.1,15.3,100,97,40,13.6,2.8,4.5,0.0
6.5,8.7,26.7,3.8,25,4.8,35.6,62.2,31.8,0,0,0,16.3,0,53.8,0,83.7,40,82.5,2.5,11.9,19.5,97.4,91.1,13.6,18.5,4.4,4.4,0.0
0,0,0,0,20,0,33.3,50,0,0,0,0,0,0,0,0,90.6,0,84.2,0.0,1.7,1.7,100,33.3,0,27.3,4.6,0,0.0
22.2,11.1,10.3,2.9,35.8,9.9,63.8,70.7,44.4,0,0,0,6,4.8,20.2,2.4,90.9,25.9,95.8,5.1,22.9,5.1,100,79.2,5.6,25,2.9,3.4,4.2
8.8,11.8,31.4,15.9,40.7,17.9,94.4,75.3,18.6,0,0,0,6.1,1.5,19.8,1.5,96.6,11.2,84.2,6.8,27.1,19.5,97.5,93.3,25.4,5.3,2.9,21.3,4.2
14.8,7.4,15.7,7.6,39.3,9.9,77.4,81.7,21.7,0,1.4,0,6.4,1.4,26.8,7,96.2,28.7,93.2,20.3,28.8,22.0,93.5,76.5,19.6,21.4,2.5,11.3,0.0
0,38.5,14.6,8.7,38.2,7.4,72.9,85.4,33.3,0,0,0,10.9,0,20,7.3,96.9,37.5,97.5,6.8,10.2,6.8,90.9,60.5,11.1,32.7,2.3,0,8.3
10,35,8.1,15.9,46.2,16.4,80.2,87,17.5,0,0,0,5.9,2.4,24.9,11.2,97.2,35.8,97.6,19.5,45.8,24.6,93,45.1,25,32.5,2,9.3,8.3
6.5,23.9,13.8,8.8,35.7,12.5,72.5,73.8,9.3,0,0,0,18.3,4.8,44.4,10.3,95.0,31.3,95.6,2.5,28.8,16.1,98.8,40.1,18.6,25.8,2.9,8.8,0.0
2.9,14.3,16.9,12.3,41.6,18.4,83.6,69.4,28.9,0,0.8,0,17.5,0.8,40.7,4.6,96.9,38.3,94.9,22.9,54.2,50.0,97.6,39.8,31.3,30.8,2.7,10.4,0.0
10.1,6.7,36.1,1.5,18.8,4.3,79.4,63.2,22.1,0,0,0,3.8,1.9,23.8,0,93.2,40.4,87.1,12.7,47.5,22.9,98.5,89,19.1,16.5,3.3,10.3,100.0
7.7,15.4,16.1,0,20.9,4.1,93.4,71.7,20.9,0,0,0,4.5,1.3,41.7,0,94.7,37.7,92.4,9.3,40.7,15.3,98.2,96.1,35.8,25.8,2.7,8.5,4.2
10.1,13,35.7,3.8,27.3,7.4,70.5,78.3,20.3,0,1.1,0,5,3.9,18.9,1.7,93.1,32.6,93.0,11.0,44.1,24.6,97.2,98.4,28.8,20.6,3.3,7.8,4.2
7.9,19,24.1,2.4,22.8,4.8,69.8,79.1,16.9,0,0,0,6.8,1.7,28.1,2.8,94.6,30.2,96.6,6.8,44.9,22.0,98.3,100,25.4,13.1,3.1,12.4,0.0
0,16,11.6,4.3,14.8,4.9,88.3,73.3,18.9,0,0,0,0,0,28.7,4.6,94.7,35,97.0,6.8,23.7,4.2,97.1,100,40.5,23,2.9,10,0.0
4.1,10.8,22.3,2.2,24.4,4.7,93.4,71.9,28.1,0,0,0,5.6,2.8,26.7,1.7,92.9,40.2,91.7,12.7,42.4,18.6,97.7,100,21.9,14.6,3.2,7.4,4.2
6.6,21.1,22.4,13.9,34.3,15.3,31,41.4,15.4,0,0,0,30.5,3.6,70.7,0,88.1,0,89.1,11.9,31.4,15.3,97.9,0,11.5,13.2,6,3.4,0.0
0,7.4,17.8,4.5,23.8,11.1,100,71.1,21.4,0,0,0,3.1,4.6,40,4.6,96.5,53.3,84.2,6.8,21.2,5.1,96,102.3,42.9,15.2,2.7,0,0.0
0,0,16.6,0,26.4,3.7,90.5,81,28.6,0,0,0,3.7,7.4,48.1,3.6,96.8,43.9,84.2,3.4,14.4,5.9,100,95.3,19,28.3,2.5,0,0.0
6.8,11,21.6,1.8,19.5,4,64.9,72.2,21.7,0,0,0,7,5.1,47.5,0,94.0,27.8,95.9,4.2,46.6,16.9,98.2,96.8,20.3,24.2,2.9,3.1,0.0
6.3,6.3,7.3,3.3,15.4,7.7,87.3,69.1,21.9,0,0,0,4.6,0,28.7,0,95.1,38.2,95.0,4.2,24.6,3.4,100,101.8,15.6,34.9,2.8,3.6,0.0
4.1,8.2,14.4,5,25.2,7.6,89.2,68.7,21.4,0,0,0,2.5,6.6,36.9,3.3,96.2,44.6,97.0,9.3,33.1,10.2,97.9,97.5,17.9,18,2.7,8.4,0.0
0,8.7,11.5,2.6,15.9,2.3,71.3,59.8,31.7,0,0,0,5,1.4,33.1,0,93.8,29.9,94.5,5.1,41.5,9.3,99.1,98.8,21.7,26.4,3.4,4.6,0.0
5,0,18.6,3.4,27.3,8.1,92,57.3,10.9,0,0,0,4.3,0,33,1.7,95.7,44,97.0,7.6,22.0,11.0,97.6,98.7,19.6,18.4,3,2.7,0.0
4.3,15.2,11.4,5.3,23.5,6,91.8,72.2,23.4,0,0,0,2.2,5.1,28.3,0,95.4,42.9,95.1,4.2,40.7,7.6,100,95.9,25,27.5,2.8,5.2,0.0
0,4.8,18.1,0,27.6,3.7,75.5,61.8,19.2,1.2,0,0,1.8,1.8,20.5,1.2,94.4,36.4,97.0,10.2,44.9,11.0,99.2,95.5,16.4,30.6,3,7.3,0.0
0,5.7,3.6,0,12,0,80.4,71.4,10.8,0,0,0,9.2,0,42.9,0,93.6,33.9,78.6,0.0,21.2,4.2,100,73.3,18.9,13.2,2.7,3.6,0.0
5.8,13.5,22.2,0,25.6,8.3,97.5,63,23.3,0,0,0,1.6,3.9,32.5,1.6,96.3,30.9,84.2,11.0,31.4,14.4,98.9,97.5,28.3,21.3,2.7,8.6,0.0
4.8,16.1,19,5.1,31.4,9.7,97,74.2,24.2,0,0,0,3.5,1,20.1,2,96.3,31.8,84.2,13.6,48.3,17.8,95.5,66,24.2,19.7,2.8,5.3,8.3
7.4,5.6,25.7,6.3,33.6,11.8,83.8,67.6,22,0,0,0,5.7,1.3,36.5,1.9,96.2,21.9,96.5,7.6,33.9,27.1,97.9,95.3,27.1,21.5,2.5,12.4,0.0
3,15.2,17.5,0,25.8,3.8,78.1,69.3,23.2,0,0,0,5.4,5.4,38.3,1.8,94.3,41.2,93.0,12.7,38.1,16.1,98.4,96.5,26.1,30.5,3.2,6.1,4.2
0,10,5,1.8,20.6,3.1,91.3,66.3,20,0,0,0,4.5,3.8,43.6,1.5,94.3,37,94.3,9.3,38.1,5.9,99.1,97.6,20,25.8,2.9,6.3,0.0
7.3,16.9,12.9,0,14.7,3.2,65.2,53.8,15.8,0,0,0,14.7,4.5,54.3,0.8,90.2,29.3,91.9,9.3,58.5,21.2,97.5,46.2,20,24.8,3.5,6.8,0.0
8.9,16.1,6.2,4.1,27.2,6.8,90.7,63.9,24,0,0,0,9.3,6.2,40.7,1.9,94.8,38.1,100.0,12.7,46.6,16.9,97.4,76.2,30,26.4,2.9,7.2,4.2
6.5,12.9,75,0,15.3,7.1,23.2,58.9,35.7,0,0,0,6.7,0,14.3,0,87.8,14.3,91.7,2.5,10.2,17.8,100,94.7,21.4,6.6,4.5,8.9,0.0
15.6,15.6,42.7,3.2,22.8,3.2,53.1,61.5,24.2,1.1,0,0,2.8,0,15.2,2.2,90.9,17.7,95.5,5.9,49.2,17.8,97.2,100,15.2,10.7,4.3,16.7,4.2
0,17.1,28.4,0,16.7,3.7,17.9,53.7,21.4,0,0,0,18.7,0,32.5,0,88.5,13.4,91.7,2.5,30.5,11.9,98.6,86.6,17.9,14.9,4.2,14.9,4.2
4.8,14.3,48.8,0,29.9,9.5,67.5,56.3,23.7,0,0,1.3,2.6,0,9,1.3,91.9,23.8,95.7,10.2,30.5,16.1,95.1,98.8,15.8,11.1,4.4,8.8,0.0
4.4,13.3,42.9,2.9,32,9,71.4,55.7,28.3,0,0,0,0,0,21.4,0,92.5,21.4,93.7,4.2,27.1,19.5,94.7,98.7,9.4,6.3,4.5,7.1,12.5
5.9,5.9,58.5,0,28.2,3.8,36.6,46.3,20,0,0,0,0,2.4,3.6,0,90.2,14.6,93.0,0.0,23.7,11.9,100,97.6,20,3.7,5,4.9,0.0
9.6,9.6,39.4,0,20.7,5.4,77.5,63.4,25,0,0,0,2.6,2.6,24.1,3.4,93.6,25,93.0,3.4,22.9,16.9,98.4,91.5,19.4,14.8,3.2,4.2,0.0
8,11.6,42.5,1.4,20.4,7.1,37.3,62.1,28.8,0,0,0,9.3,1.5,24.7,0.7,92.1,20.3,91.7,11.0,57.6,28.8,97.3,98.6,13.8,11.2,4.1,8.5,0.0
0,13.8,45,15.4,39.5,16.3,25,50,0,0,0,0,58.8,9.8,88.5,0,90.4,23.8,78.6,1.7,7.6,5.9,100,60,0,9.8,7,0,0.0
4,12,55.2,5.8,37.9,14.8,20.7,41.4,18.2,0,0,0,49.5,0,83.9,0,89.8,13.8,78.6,3.4,17.8,16.1,100,65.5,27.3,7.4,7,0,0.0
